Order,#:,99996,Order date:,11/07/18,,,9681 BOLSA AVE.
,,,,,,Telephone:,714-775-6678
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,Qty-shipped,,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,UT818,,PR. ADJ. COF109BB TRUNG,10,CTNS,1.00,/CTNS,0.000,10.00-,45.00
,,,,,,,Invoice totals:,,10.00-,45.00

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0466
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770548,Invoice date:,11/19/18,Customer: V028,"VIP WHOLESALE, INC.",Sales rep:,14,*** CREDIT MEMO
Order,#:,99997,Order date:,11/07/18,,4652 UNIVERSITY AVE.
,,,,,Telephone:,619-285-9592
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,HM140,KYJ CHINESE SAUSAGE,1,CTNS,39.19,/CTNS,0.000,39.19-,63.81
20,,C/R MOLDED
,,,,,,Invoice totals:,,39.19-,63.81

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0467
,,,,I N V O I C E,H I S T O R Y,,B Y,I N V O I C E
Invoice,#:,770549,Invoice date:,11/19/18,Customer: HVIET,,HOA VIET ORIENTAL MARKET,,,Sales rep:,7,*** CREDIT MEMO
Order,#:,99998,Order date:,11/07/18,,,21001 SHERMAN WAY UNIT#1
,,,,,Telephone:,,818-251-6609,CP
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,Qty-shipped,,Unit price,,Lin-disc%,,Ext-price,Gross-margin
10,HM110A,,FLOWER LIVER PATE,*4.7 OZ,1,CTNS,,37.00,/CTNS,0.000,37.00-,7.00-
,,,,,,,,Invoice totals:,,,37.00-,7.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0468
,,,,I N V O I C E,H I S T O R Y,,B Y,I N V O I C E
Invoice,#:,770550,Invoice date:,11/19/18,Customer: H037,,H & L SUPERMARKET,,,Sales rep:,14,*** CREDIT MEMO
Order,#:,99999,Order date:,11/07/18,,,4644 EL CAJON BLVD ste102
,,,,,Telephone:,,818-251-6609,CP
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,Qty-shipped,,Unit price,,Lin-disc%,,Ext-price,Gross-margin
10,FR385,,MENLO SPRING ROLL WRAPPER,,1,CTNS,,22.00,/CTNS,0.000,22.00-,2.35-
20,,,C/R MOLDED
,,,,,,,,Invoice totals:,,,22.00-,2.35-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0469
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770551,Invoice date:,11/19/18,Customer: MOM,MOM SUPERMARKET,Sales rep:,14,*** CREDIT MEMO
Order,#:,100000,Order date:,11/07/18,,5111 W.EDINGER AVE.
,,,,,Telephone:,714-839-3939
Report location,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,FR168A,SAIGON WONTON h.k.style,1,CTNS,128.00,/CTNS,0.000,128.00-,11.92-
,,,,,,Invoice totals:,,128.00-,11.92-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0470
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770552,Invoice date:,11/19/18,Customer: TK,,"SAN YOUNG MARKET, INC.",Sales rep:,14,*** CREDIT MEMO
Order,#:,100001,Order date:,11/07/18,,,9681 BOLSA AVE.
,,,,,,Telephone:,714-775-6678
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,FD150,,COCO RICO COCONUT SODA,1,CTNS,8.75,/CTNS,0.000,8.75-,1.05-
20,CRV001,CRV,/ ALUMINUM CANNED,1,CTNS,1.20,/CTNS,0.000,1.20-,1.20-
,,,,,,,Invoice totals:,,9.95-,2.25-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0471
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770553,Invoice date:,11/19/18,Customer: A111,A DONG MARKET,Sales rep:,14,*** CREDIT MEMO
Order,#:,100002,Order date:,11/07/18,,9221 BOLSA AVE
,,,,,Telephone:,714-999-5566
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,FR326,O'TASTY SPRING ROLL SHELL,,1,CTNS,32.00,/CTNS,0.000,32.00-,3.00-
20,,C/R SPOILAGE
30,FR703B,FR. GRATED PURPLE YAM,14z,1,CTNS,31.25,/CTNS,0.000,31.25-,2.20-
40,,C/R SPOILAGE
50,COF102F,KING COFFEE INSPIRE BLEND,,1,CTNS,90.00,/CTNS,0.000,90.00-,11.28-
60,COF102F,KING COFFEE INSPIRE BLEND,,1,CTNS,49.50,/CTNS,0.000,49.50-,29.22
70,COF103,TRUNG NGUYEN G7 COLLAGEN,,1,CTNS,35.00,/CTNS,0.000,35.00-,14.39
80,,"COF102F, COF103",,C/R EXPIRED
,,,,,,,Invoice totals:,,237.75-,27.13

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0472
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770554,Invoice date:,11/19/18,,Customer: G042,,,GREEN FARM MARKET (FTV),,Sales rep:,14,*** CREDIT MEMO
Order,#:,100003,Order date:,11/07/18,,,,,16042 MAGNOLIA AVE.
,,,,,,,Telephone:,,714-843-1818
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,COF102F,,KING COFFEE INSPIRE BLEND,,,,5,CTNS,95.00,/CTNS,0.000,475.00-,81.40-
20,COF102F,,KING COFFEE INSPIRE BLEND,,,,1,CTNS,7.13,/CTNS,0.000,7.13-,71.59
30,COF102B,,KING COFFEE GOURMET BLEND,,,,5,CTNS,45.00,/CTNS,0.000,225.00-,18.70
40,COF102B,,KING COFFEE GOURMET BLEND,,,,1,CTNS,29.25,/CTNS,0.000,29.25-,19.49
50,COF102B,,KING COFFEE GOURMET BLEND,,,,1,CTNS,49.50,/CTNS,0.000,49.50-,0.76-
60,,,C/R EXPIRED
,,,,,,,,,,Invoice totals:,,785.88-,27.62

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0473
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770555,Invoice date:,11/19/18,,Customer: M024,,,MY THUAN SUPERMARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100004,Order date:,11/07/18,,,,,8900 WESTMINTER BLVD.
,,,,,,,Telephone:,,714-657-7968
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,COF107BBB,,NESCAFE VIET,2n1,*DEN BAG,,5,CTNS,60.00,/CTNS,0.000,300.00-,66.25-
20,PA146A,,POR KWAN GV BO KHO SPICY,,,,1,CTNS,31.00,/CTNS,0.000,31.00-,31.00-
,,,,,,,,,,Invoice totals:,,331.00-,97.25-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0474
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770556,Invoice date:,11/19/18,,Customer: S030,,,SAIGON CITY,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100005,Order date:,11/07/18,,,,,15471 BROOKHURST.
,,,,,,,Telephone:,,714-531-9800
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,FP146,,PAGOLAC MAM NEM PHA SAN,,,,1,CTNS,36.00,/CTNS,0.000,36.00-,4.00-
,,,,,,,,,,Invoice totals:,,36.00-,4.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0475
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770557,Invoice date:,11/19/18,,Customer: A111,,,A DONG MARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100006,Order date:,11/07/18,,,,,9221 BOLSA AVE
,,,,,,,Telephone:,,714-999-5566
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,BN012,,BOT 5 DAU HAT SEN,,,,1,CTNS,20.00,/CTNS,0.000,20.00-,9.72-
20,DV200B,,AROY-D TAMARIND PASTE,,,,1,CTNS,36.00,/CTNS,0.000,36.00-,16.00-
30,MU103,,LUCKY STRAW MUSHROOM,,*M*,,1,CTNS,6.666,/CTNS,0.000,6.67-,20.11
40,,,MU103 C/R SPOILAGE
,,,,,,,,,,Invoice totals:,,62.67-,5.61-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0476
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770558,Invoice date:,11/19/18,,Customer: G042,,,GREEN FARM MARKET (FTV),,Sales rep:,14,*** CREDIT MEMO
Order,#:,100007,Order date:,11/07/18,,,,,16042 MAGNOLIA AVE.
,,,,,,,Telephone:,,714-843-1818
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,CO230C,,BANH LU PETIT BEURRE,,300G,,3,CTNS,105.00,/CTNS,0.000,315.00-,45.00-
,,,,,,,,,,Invoice totals:,,315.00-,45.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0477
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770559,Invoice date:,11/19/18,,Customer: D021,,,DALAT SUPERMARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100008,Order date:,11/07/18,,,,,13075 EUCLID STREET
,,,,,,,Telephone:,,714-638-9900
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,COF102F,,KING COFFEE INSPIRE BLEND,,,,2,CTNS,87.00,/CTNS,0.000,174.00-,16.56-
20,COF102F,,KING COFFEE INSPIRE BLEND,,,,1,CTNS,171.43,/CTNS,0.000,171.43-,92.71-
,,,,,,,,,,Invoice totals:,,345.43-,109.27-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0478
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770560,Invoice date:,11/19/18,,Customer: S037,,,"SL & SONS PRODUCE, INC.",,Sales rep:,14,*** CREDIT MEMO
Order,#:,100009,Order date:,11/07/18,,,,,14831 MORAN STREET
,,,,,,,Telephone:,,714-901-6682
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,FR100,,FR. AROY-D COCONUT DRINK,,,,1,CTNS,20.00,/CTNS,0.000,20.00-,4.00-
,,,,,,,,,,Invoice totals:,,20.00-,4.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0479
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770562,Invoice date:,11/19/18,,Customer: G042,,,GREEN FARM MARKET (FTV),,Sales rep:,14,*** CREDIT MEMO
Order,#:,100011,Order date:,11/07/18,,,,,16042 MAGNOLIA AVE.
,,,,,,,Telephone:,,714-843-1818
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,COF106D,,DEDE THAI TEA MIX,,,,1,CTNS,75.00,/CTNS,0.000,75.00-,17.00-
,,,,,,,,,,Invoice totals:,,75.00-,17.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0480
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770563,Invoice date:,11/19/18,,Customer: MARIA,,,MKK INVESTMENT CORP.,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100012,Order date:,11/07/18,,,,,13518 HARBOR BLVD STE A7
,,,,,,,Telephone:,,1-714-448-6277
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,PW149,,BAO LONG BO HUE,*,,,1,CTNS,37.00,/CTNS,0.000,37.00-,10.91-
20,NO396H,,INDO MI BEEF LIME NOODLE,,,,3,CTNS,8.90,/CTNS,0.000,26.70-,3.06-
30,VE130,,KASET BEAN THREAD,,*THAI*,,1,CTNS,57.00,/CTNS,0.000,57.00-,57.00-
,,,,,,,,,,Invoice totals:,,120.70-,70.97-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0481
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770564,Invoice date:,11/19/18,,Customer: D021,,,DALAT SUPERMARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100013,Order date:,11/07/18,,,,,13075 EUCLID STREET
,,,,,,,Telephone:,,714-638-9900
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,SS190B,,MAGGI SOY SAUCE VN LARGE,,,,1,CTNS,21.00,/CTNS,0.000,21.00-,9.00-
,,,,,,,,,,Invoice totals:,,21.00-,9.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0482
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770565,Invoice date:,11/19/18,,Customer: A111,,,A DONG MARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100014,Order date:,11/07/18,,,,,9221 BOLSA AVE
,,,,,,,Telephone:,,714-999-5566
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,CF212,,AROY-D COCONUT GEL,,,,1,CTNS,20.00,/CTNS,0.000,20.00-,4.00-
20,DV226,,LAL FRIED BEANCURD SHEETS,,,,1,CTNS,38.00,/CTNS,0.000,38.00-,12.80-
,,,,,,,,,,Invoice totals:,,58.00-,16.80-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0483
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770566,Invoice date:,11/19/18,,Customer: M024,,,MY THUAN SUPERMARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100015,Order date:,11/07/18,,,,,8900 WESTMINTER BLVD.
,,,,,,,Telephone:,,714-657-7968
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,COF180,,CAFE PHO 3IN1 (BAG),,30TB,,1,CTNS,145.00,/CTNS,0.000,145.00-,58.55-
20,COF102C,,KING COFFEE,20 SACH,3in1,,1,CTNS,48.00,/CTNS,0.000,48.00-,10.00-
,,,,,,,,,,Invoice totals:,,193.00-,68.55-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0484
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770567,Invoice date:,11/19/18,,Customer: G042,,,GREEN FARM MARKET (FTV),,Sales rep:,14,*** CREDIT MEMO
Order,#:,100016,Order date:,11/07/18,,,,,16042 MAGNOLIA AVE.
,,,,,,,Telephone:,,714-843-1818
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,COF102C,,KING COFFEE,20 SACH,3in1,,6,CTNS,45.45,/CTNS,0.000,272.70-,44.70-
20,,,C/R EXPIRED
,,,,,,,,,,Invoice totals:,,272.70-,44.70-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0485
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770568,Invoice date:,11/19/18,,Customer: S037,,,"SL & SONS PRODUCE, INC.",,Sales rep:,14,*** CREDIT MEMO
Order,#:,100017,Order date:,11/07/18,,,,,14831 MORAN STREET
,,,,,,,Telephone:,,714-901-6682
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,FR326,,O'TASTY SPRING ROLL SHELL,,,,1,CTNS,32.00,/CTNS,0.000,32.00-,3.00-
,,,,,,,,,,Invoice totals:,,32.00-,3.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0486
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770569,Invoice date:,11/19/18,,Customer: D021,,,DALAT SUPERMARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100018,Order date:,11/07/18,,,,,13075 EUCLID STREET
,,,,,,,Telephone:,,714-638-9900
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,FR710B,,FR. COOK UNPEEL CORN,,3 PC,,1,CTNS,35.00,/CTNS,0.000,35.00-,9.32-
20,FR703B,,FR. GRATED PURPLE YAM,,14z,,1,CTNS,52.00,/CTNS,0.000,52.00-,22.95-
,,,,,,,,,,Invoice totals:,,87.00-,32.27-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0487
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770570,Invoice date:,11/19/18,,Customer: TK,,,"SAN YOUNG MARKET, INC.",,Sales rep:,14,*** CREDIT MEMO
Order,#:,100019,Order date:,11/07/18,,,,,9681 BOLSA AVE.
,,,,,,,Telephone:,,714-775-6678
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,UT818,,PALLET,,,,2,CTNS,7.00,/CTNS,0.000,14.00-,14.00-
,,,,,,,,,,Invoice totals:,,14.00-,14.00-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0488
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770573,Invoice date:,11/19/18,,Customer: A080,,,ABC SUPERMARKET (Anaheim),,Sales rep:,14,*** CREDIT MEMO
Order,#:,100022,Order date:,11/07/18,,,,,1216 S. MAGNOLIA AVE.
,,,,,,,Telephone:,,714-775-6678
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,COF108A,,KING COFFEE PREMIUM BLEND,,,,1,CTNS,48.00,/CTNS,0.000,48.00-,14.23
,,,,,,,,,,Invoice totals:,,48.00-,14.23

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0489
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770574,Invoice date:,11/19/18,,Customer: MOM,,,MOM SUPERMARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100023,Order date:,11/07/18,,,,,5111 W.EDINGER AVE.
,,,,,,,Telephone:,,714-839-3939
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,FR105B,,FR. SOURSOP FRUIT,,**10z**,,1,CTNS,42.00,/CTNS,0.000,42.00-,10.10-
,,,,,,,,,,Invoice totals:,,42.00-,10.10-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0490
,,,,,I N V O I C E,,H I S T O R Y,,B Y I N V O I C E
Invoice,#:,770575,Invoice date:,11/19/18,,Customer: M024,,,MY THUAN SUPERMARKET,,Sales rep:,14,*** CREDIT MEMO
Order,#:,100024,Order date:,11/07/18,,,,,8900 WESTMINTER BLVD.
,,,,,,,Telephone:,,714-657-7968
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,NO105A,,SAFOCO MI XAO CAO CAP,,,,4,CTNS,16.50,/CTNS,0.000,66.00-,21.08-
20,COF180,,CAFE PHO 3IN1 (BAG),,30TB,,1,CTNS,145.00,/CTNS,0.000,145.00-,58.55-
,,,,,,,,,,Invoice totals:,,211.00-,79.63-

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0491
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770576,Invoice date:,11/19/18,Customer: ASI,ASIAN MARKET,,Sales rep:,7
Order,#:,100036,Order date:,11/09/18,,321 N.,76TH STREET
,,,,,Telephone: MR. HONG,,ZHENG
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,BM008,B.SWEET CURRY POWDER,,1,CTNS,105.00,/CTNS,0.000,105.00,15.00
20,BM102,B.WHEAT NOODLE (LONG),,1,CTNS,30.00,/CTNS,0.000,30.00,5.00
30,NO234,RAMA RICE STICK,16 OZ,1,CTNS,42.40,/CTNS,0.000,42.40,3.90
50,BR123,QUOC VIET BO HUE,*S*,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
60,SS127,NAM DUONG SOY SAUCE,*S*,1,CTNS,30.00,/CTNS,0.000,30.00,14.87
70,SS128A,NAM DUONG SOY SAUCE,*S*,1,CTNS,27.00,/CTNS,0.000,27.00,27.00
80,CI221,CHOLIMEX TUONG OT NGOT,,1,CTNS,24.00,/CTNS,0.000,24.00,12.96
90,CI221A,CHOLIMEX SRIRACHA CHILI,,1,CTNS,21.00,/CTNS,0.000,21.00,10.50
100,CI222,CHOLIMEX SATE TOM,*X-0*,1,CTNS,56.00,/CTNS,0.000,56.00,29.56
110,DV226,LAL FRIED BEANCURD SHEETS,,1,CTNS,38.00,/CTNS,0.000,38.00,12.80
,,,,,,,Invoice totals:,,475.40,141.79

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0492
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770581,Invoice date:,11/19/18,Customer: ASI,ASIAN MARKET,,Sales rep:,7
Order,#:,100049,Order date:,11/09/18,,321 N.,76TH STREET
,,,,,Telephone: MR. HONG,,ZHENG
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,FD109Q,MOGU MOGU PINA COLADA W/,5,CTNS,13.75,/CTNS,0.000,68.75,21.05
20,FD109R,MOGU MOGU PASSIONFRUIT W,5,CTNS,13.75,/CTNS,0.000,68.75,26.95
30,FD109S,MOGU MOGU GRAPEFRUIT W,2,CTNS,0.00,/CTNS,0.000,0.00,16.72-
,,,,,,Invoice totals:,,137.50,31.28

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0493
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770585,Invoice date:,11/19/18,Customer: V004,VIET HOA PLAZA,Sales rep:,5
Order,#:,100061,Order date:,11/09/18,,1051 W. ARGYLE ST
,,,,,Telephone:,773-334-1028
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,CF210,AROY-D RAMBUTAN IN SYRUP,,7,CTNS,50.00,/CTNS,0.000,350.00,63.00
20,CF320,LAL JACKFRUIT SYRUP,,7,CTNS,30.00,/CTNS,0.000,210.00,56.00
30,CF226,LAL TODDY PALM,*WHOLE*,5,CTNS,38.00,/CTNS,0.000,190.00,37.50
40,CF226A,LAL TODDY PALM,*SLICED*,7,CTNS,38.00,/CTNS,0.000,266.00,59.50
50,NT130,LAL RED PEANUT,(10+1),5,CTNS,56.00,/CTNS,0.000,280.00,90.00
60,NT131,LAL BLANCHED PEANUTS,,5,CTNS,62.00,/CTNS,0.000,310.00,60.00
70,FD250,LAL WHITE BEAN IN BRINE,,2,CTNS,21.00,/CTNS,0.000,42.00,14.02
80,RS210,BUN THAP CHUA,,5,CTNS,65.00,/CTNS,0.000,325.00,25.00
,,,,,,,Invoice totals:,,1973.00,405.02

Date,12/14/2018,Time,13:35:25,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0494
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770588,Invoice date:,11/19/18,Customer: K060,KIM NHUNG MARKETPLACE,Sales rep:,17
Order,#:,100098,Order date:,11/12/18,,1221 SOUTH KING ST.
,,,,,Telephone:,773-334-1028
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,FR801T,FR. VF VEGETARIAN PASTE,,2,CTNS,104.00,/CTNS,0.000,208.00,20.00
20,FR801U,FR. VF SHRIMP,(60PCS),1,CTNS,164.00,/CTNS,0.000,164.00,15.20
30,FR801X,FR. VF FRIED SQUID BALL,,1,CTNS,164.00,/CTNS,0.000,164.00,15.20
40,FR799,FR. VF ROAST CHICKEN,,2,CTNS,143.00,/CTNS,0.000,286.00,26.00
50,FR326,O'TASTY SPRING ROLL SHELL,,5,CTNS,29.00,/CTNS,0.000,145.00,0.00
